id_municipio,cidade,ano,semana,temperatura_media,precipitacao,casos
1200401,Rio Branco,2015,3,25.214285714285715,169.4,18
1200401,Rio Branco,2015,4,25.2,39.599999999999994,7
1200401,Rio Branco,2015,5,25.633333333333336,17.8,4
1200401,Rio Branco,2015,6,26.733333333333334,27.8,8
1200401,Rio Branco,2015,7,26.464285714285715,38.2,15
1200401,Rio Branco,2015,8,25.35,134.0,10
1200401,Rio Branco,2015,9,25.178571428571427,73.8,25
1200401,Rio Branco,2015,10,25.891666666666666,77.0,10
1200401,Rio Branco,2015,11,26.560000000000002,71.80000000000001,16
1200401,Rio Branco,2015,12,,0.0,22
1200401,Rio Branco,2015,13,,0.0,15
1200401,Rio Branco,2015,14,,0.0,14
1200401,Rio Branco,2015,15,,0.0,14
1200401,Rio Branco,2015,16,,0.0,16
1200401,Rio Branco,2015,17,,0.0,13
1200401,Rio Branco,2015,18,25.45,8.8,10
1200401,Rio Branco,2015,19,25.333333333333332,19.599999999999998,12
1200401,Rio Branco,2015,20,,0.0,14
1200401,Rio Branco,2015,21,,0.0,10
1200401,Rio Branco,2015,22,,0.0,18
1200401,Rio Branco,2015,23,,0.0,16
1200401,Rio Branco,2015,24,,0.0,10
1200401,Rio Branco,2015,25,,0.0,8
1200401,Rio Branco,2015,26,,0.0,11
1200401,Rio Branco,2015,27,,0.0,5
1200401,Rio Branco,2015,28,,0.0,1
1200401,Rio Branco,2015,29,,0.0,3
1200401,Rio Branco,2015,30,,0.0,5
1200401,Rio Branco,2015,31,,0.0,3
1200401,Rio Branco,2015,32,,0.0,1
1200401,Rio Branco,2015,33,,0.0,2
1200401,Rio Branco,2015,34,,0.0,2
1200401,Rio Branco,2015,35,,0.0,1
1200401,Rio Branco,2015,36,,0.0,3
1200401,Rio Branco,2015,37,,0.0,1
1200401,Rio Branco,2015,38,,0.0,4
1200401,Rio Branco,2015,39,,0.0,9
1200401,Rio Branco,2015,40,,0.0,1
1200401,Rio Branco,2015,41,,0.0,2
1200401,Rio Branco,2015,42,28.975,2.6,4
1200401,Rio Branco,2015,43,30.183333333333334,0.0,4
1200401,Rio Branco,2015,44,28.3,5.0,3
1200401,Rio Branco,2015,45,26.233333333333334,130.60000000000002,3
1200401,Rio Branco,2015,46,28.233333333333334,0.2,5
1200401,Rio Branco,2015,47,27.683333333333337,46.8,4
1200401,Rio Branco,2015,48,28.28,13.8,13
1200401,Rio Branco,2015,49,27.133333333333336,6.0,10
1200401,Rio Branco,2015,50,26.72,141.4,5
1200401,Rio Branco,2015,51,27.042857142857144,71.0,17
1200401,Rio Branco,2015,52,26.433333333333334,40.2,15
